scorer,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290
457,364.3951,549.2525,1.0,364.81012,568.88904,1.0,385.623,556.4772,1.0,383.34732,686.1043,0.080891244,407.92523,645.83344,0.8464616,448.8335,617.9608,1.0,436.16132,642.19574,1.0,448.77704,674.22943,0.9189561,437.72055,715.34344,0.7348747,420.6589,755.9423,1.0,411.54977,799.8314,0.8268144,373.5522,852.7434,0.5876307,357.79788,794.77057,0.90471065
458,364.1967,551.6516,1.0,366.41614,572.77795,1.0,386.51196,558.26917,1.0,385.79028,687.23334,0.05403588,413.82715,643.1123,0.90544564,452.36353,617.713,1.0,440.1381,641.29913,0.9684066,451.33386,675.5138,0.87949157,438.1369,714.8795,0.7249988,419.28986,753.6921,1.0,409.69705,796.7545,0.7600675,372.98276,852.3523,0.5761893,357.8239,795.1339,0.92584145
459,364.37823,551.2669,1.0,366.53003,571.9976,1.0,386.49103,557.8179,1.0,385.61343,671.47327,0.066685155,417.33142,640.85284,0.91622776,453.75336,617.1316,1.0,442.10715,639.4158,0.9425913,450.0655,672.60913,0.92757726,437.14896,713.31775,0.76607126,418.42255,752.34827,1.0,408.21683,796.0546,0.76158875,372.97144,851.1436,0.5730925,357.91006,794.84784,0.94129753
460,364.31393,551.73975,1.0,366.4944,572.8496,1.0,386.58725,558.1833,1.0,759.32153,908.4348,0.019419499,419.34064,644.4156,0.9386176,454.13007,617.1741,1.0,442.5688,639.7059,0.955413,451.1022,672.58014,0.85033685,437.87354,711.3797,0.66063184,418.77567,752.4925,1.0,406.61844,794.78,0.74520016,372.75012,851.00433,0.5715777,357.9667,794.872,0.9638392
461,364.70935,553.1306,1.0,366.8097,574.9467,1.0,387.12222,559.1267,1.0,385.38745,680.36255,0.028169759,418.6689,646.2814,0.8941916,454.3779,617.12354,1.0,442.50516,640.06885,0.9521061,451.35037,672.8527,0.8331009,438.3802,712.2104,0.66124547,419.30945,751.79315,1.0,406.49313,794.8445,0.725016,382.46176,850.14685,0.57410866,357.88223,795.5574,0.9870551
462,364.62936,553.81885,1.0,366.6293,574.618,1.0,387.0769,559.7836,1.0,369.87036,796.3492,0.019576114,419.57562,646.39886,0.8720984,455.0288,617.6496,1.0,442.91086,640.1247,0.9602609,451.66214,673.1062,0.8512543,439.03207,712.69995,0.7175944,419.39337,751.6939,1.0,407.58777,795.5137,0.7324971,373.34784,850.2534,0.5588173,357.7258,795.3884,0.9838636
463,364.6111,554.45557,1.0,366.56674,575.9028,1.0,387.0984,560.07916,1.0,761.18524,908.44635,0.024117855,420.54306,646.6833,0.78977007,455.20575,618.50476,1.0,443.46893,640.40735,0.9812991,450.4752,673.4734,0.8462126,437.71295,713.26917,0.69180846,421.10278,752.0486,1.0,408.05923,795.73694,0.76936316,382.4519,850.25757,0.573681,357.62973,795.25543,0.9731956
464,364.7602,555.29346,1.0,366.89258,576.2676,1.0,387.45477,560.4876,1.0,399.09695,664.88983,0.059053663,420.19177,646.8772,0.7253948,455.6254,618.32825,1.0,443.8608,640.5002,0.96527654,449.73782,673.6454,0.8378519,437.4806,713.4069,0.7136142,420.82367,751.56555,1.0,407.32925,795.04364,0.74668294,382.24683,849.844,0.5752996,357.6089,795.44867,0.9695732
465,365.21985,555.0315,1.0,367.1156,575.8769,1.0,387.78873,560.0275,1.0,759.3001,908.6395,0.022773936,422.0655,642.9388,0.78635216,457.66663,617.2746,1.0,444.1508,640.97614,0.9386331,451.4312,672.2415,0.8625256,437.27838,712.83246,0.66851723,421.12616,751.2508,1.0,407.05554,794.6693,0.73187786,382.38324,849.2489,0.58469605,357.98453,795.0378,0.97212434
466,367.27808,540.38446,1.0,368.23514,559.7671,1.0,388.98895,546.67816,1.0,404.94186,660.3324,0.088508755,417.46292,639.42725,0.43750972,455.50043,615.5818,1.0,439.7649,637.58234,0.8672676,451.08606,669.5811,0.9413938,444.01202,712.18115,0.76073873,425.2235,753.4408,1.0,410.83746,797.3154,0.80419964,383.18643,850.45123,0.5893245,357.47266,796.14294,0.9520367
467,366.97818,535.0461,1.0,365.63153,554.0256,1.0,388.2397,542.6049,1.0,759.54,908.3895,0.01869548,410.693,633.69037,0.90559715,449.869,612.9213,1.0,435.3693,634.53784,1.0,445.28973,666.9594,0.9877324,437.3354,712.0414,0.8562087,419.58466,751.6591,1.0,407.8482,796.1264,0.7805009,373.99847,850.9362,0.57670283,357.3702,796.5652,0.9147012
468,373.48495,534.5353,1.0,369.12335,553.9509,1.0,392.207,541.1843,1.0,761.31946,908.6748,0.022273393,412.81088,644.06915,0.6417583,450.14597,614.3786,1.0,437.8649,636.74725,0.97006214,443.9401,672.31964,0.9201791,434.6819,713.108,0.8002147,419.77875,753.2623,1.0,407.30563,796.1736,0.8007818,384.11395,851.17816,0.5858311,356.86176,796.885,0.88912684
469,374.13766,536.96924,1.0,370.5124,556.2966,1.0,392.9828,542.73804,0.9577332,387.23825,672.05756,0.069875024,405.76303,650.4799,0.6580552,450.17422,613.87305,1.0,438.42612,637.4498,0.93846244,443.24478,674.14954,0.83266973,433.17657,713.44885,0.7683915,419.1201,752.7694,1.0,407.09418,795.1206,0.7486623,373.01364,851.5578,0.57729214,357.31628,796.33563,0.8581029
470,374.20755,538.2764,1.0,370.81506,557.5149,1.0,392.82666,545.47363,0.9894424,759.00635,908.35455,0.017068326,419.82156,635.85095,0.5418728,451.4322,616.70087,1.0,438.65637,635.891,1.0,439.58133,668.41095,0.9275868,431.16714,710.443,0.788197,417.65527,750.5037,1.0,404.06265,789.72144,0.75037676,382.20682,849.6792,0.5452841,357.59186,797.4222,0.93588394
471,374.9584,540.8876,1.0,371.55383,560.51855,1.0,394.02725,548.27374,1.0,759.8948,908.581,0.021711344,420.10458,636.9808,0.36613762,455.20892,616.75806,1.0,440.62967,637.2279,0.9364563,437.11014,670.3251,1.0,429.96786,711.0089,0.84100676,418.64578,749.4531,1.0,403.80853,788.0722,0.7526598,371.56955,852.82947,0.5649814,357.68958,796.6715,0.9565772
472,375.0637,539.69885,1.0,371.08914,559.63776,1.0,393.21024,546.4567,1.0,760.8175,908.60754,0.022843301,417.98883,640.0505,0.68482095,452.3674,618.7702,1.0,439.7978,638.2324,0.97817206,441.27057,672.69995,0.95986325,432.1329,713.69635,0.78405184,421.00073,753.0142,1.0,405.49152,794.722,0.77204686,374.04788,851.7891,0.5692669,356.34543,798.83746,0.9016429
473,375.38892,538.91,1.0,370.98703,558.7862,1.0,392.87378,545.13666,0.9564477,759.1401,908.17505,0.021649802,417.16492,639.2804,0.45132312,449.85336,617.18774,1.0,438.99628,636.1973,0.9888963,438.1264,672.2964,0.93289155,432.1105,714.2028,0.80489564,421.6832,753.4649,1.0,406.38855,795.8286,0.79647183,383.31616,852.0572,0.5825468,355.3136,799.15564,0.78375113
474,377.30618,538.25275,1.0,373.01324,557.99,0.9841122,393.89246,543.96234,0.9261258,391.08304,647.84705,0.0652169,420.47015,631.02734,0.32186273,450.43195,614.6535,1.0,440.08707,632.255,0.87321717,436.87653,666.4239,0.9899095,432.38992,710.71045,0.855957,422.71774,752.52734,0.9992624,406.83295,796.00824,0.77716464,378.9018,851.8852,0.5591574,355.54544,801.10834,0.75683874
475,378.9964,540.1935,1.0,374.5742,560.2117,0.97295624,395.8252,545.6422,0.9978152,760.38556,908.6115,0.020937635,420.9993,631.51404,0.4272947,451.5534,616.3956,0.9685354,439.94907,633.0928,0.9324469,435.91525,666.78326,1.0,432.18808,710.2171,0.8745367,423.40866,751.13135,1.0,407.62115,791.89703,0.71391606,384.60342,850.0011,0.57452697,354.60782,805.2941,0.8516396
476,377.57224,540.51044,1.0,374.6278,560.3943,1.0,395.92157,545.68695,1.0,758.88,908.32513,0.018922405,423.63037,630.3542,0.8286467,455.77817,613.25275,1.0,444.99792,631.4132,1.0,443.4819,667.18866,0.8610504,432.0786,709.31256,0.8647243,420.51837,748.6796,1.0,406.7368,789.2485,0.7565205,383.4714,849.37726,0.5737957,355.64346,801.6948,0.8963352
477,381.7806,532.18524,1.0,376.04446,551.33246,1.0,399.63092,537.1313,1.0,761.84735,908.53174,0.023020634,419.99228,628.70154,0.541054,452.9117,611.1334,1.0,441.1097,629.6555,1.0,439.3484,664.5292,0.9241902,432.80002,707.572,0.8786179,422.39148,748.27325,1.0,406.65225,789.52954,0.7532404,384.231,848.68964,0.59507155,355.22165,801.02094,0.8197445
478,383.18225,519.1552,1.0,377.94547,537.83344,1.0,401.12885,527.065,1.0,411.27963,626.29785,0.049185265,416.2548,621.7435,0.5377304,453.3315,606.74243,1.0,436.8576,622.8714,0.971543,440.5743,658.6174,1.0,431.52655,703.5565,0.95005727,419.35675,745.90857,1.0,407.39078,789.1671,0.79832757,380.63007,850.8629,0.56231,354.78445,805.2724,0.91293204
479,397.6071,496.36145,1.0,388.27188,514.7088,1.0,413.36,510.64517,1.0,760.23676,908.34314,0.019073874,401.47,611.0395,0.9010919,449.75958,594.69666,1.0,429.31036,609.7507,0.98778784,435.01,647.81366,0.9760007,432.07687,691.89764,0.9986229,420.6012,739.2573,1.0,410.08853,781.80023,0.78290236,386.2863,846.895,0.570582,353.52435,810.24396,0.9105819
480,408.48492,481.34442,1.0,397.5963,498.58536,1.0,423.6891,498.0513,1.0,418.04865,479.99963,0.019229474,393.11337,596.333,0.99765855,444.2364,588.5831,1.0,421.28903,602.4163,1.0,428.75363,641.7719,1.0,429.04608,689.9067,1.0,419.9844,734.9496,1.0,409.14563,781.06635,0.86992794,385.25116,844.8006,0.58414215,353.69763,811.4119,0.9558133
481,419.81754,477.87506,1.0,407.98633,497.74225,1.0,431.91867,497.4236,1.0,397.27042,580.3171,0.07166842,403.22388,595.0969,1.0,438.16656,586.79767,1.0,425.23608,598.5391,1.0,433.07663,638.4706,0.88964564,429.82104,689.2772,0.9579811,421.18408,739.70483,1.0,415.89743,787.9784,0.81955355,396.24866,841.0507,0.6099498,352.99988,814.74133,0.9140995
482,410.9868,477.11996,1.0,396.558,495.8988,1.0,423.38388,495.587,1.0,758.8667,908.46106,0.021138463,393.3292,590.04156,1.0,439.26593,590.1849,1.0,416.97656,599.4514,0.9530243,421.75793,641.97076,1.0,423.00153,689.7551,0.9882669,419.55777,741.2595,1.0,413.40793,792.11426,0.83839625,394.48434,852.7089,0.70522904,352.2111,826.40936,0.9663903
483,428.90826,480.70605,1.0,411.9866,497.79956,1.0,437.5595,502.42523,1.0,760.89124,908.6034,0.02211365,398.74878,584.8772,0.99945897,447.1913,591.501,0.96497494,420.66644,598.1261,1.0,418.26865,638.78467,1.0,419.99606,686.15454,1.0,419.0862,734.40845,1.0,412.93268,784.4865,0.9607303,395.59692,849.6908,0.65682274,352.23962,828.4168,1.0
484,434.75516,479.06183,1.0,418.12177,496.59866,1.0,443.72076,502.38696,1.0,453.27945,561.2401,0.20964211,403.43112,573.73517,0.98243827,451.28732,585.15216,1.0,423.93124,588.85315,0.98042613,418.3727,631.27686,0.9513405,415.8612,678.4533,1.0,416.03766,727.141,0.98720086,409.6836,778.2672,0.8750723,398.24005,827.92474,0.6153393,351.9185,828.8576,1.0
485,428.7066,489.84018,1.0,413.96698,506.90002,1.0,439.02228,510.54584,1.0,454.76788,539.572,0.5355186,407.74066,565.4552,1.0,454.30765,575.5567,1.0,427.33585,580.46387,1.0,418.8118,621.44775,1.0,416.378,670.4505,1.0,418.01382,720.0781,0.9955886,411.58386,771.1009,0.9895142,399.879,836.1866,0.6595924,351.26312,835.59576,0.9026387
486,430.05954,482.3267,1.0,414.55487,498.88852,1.0,442.04065,502.33444,1.0,451.7193,530.0248,0.38645944,406.53726,558.17786,1.0,456.03653,565.86774,1.0,429.21817,571.23047,1.0,422.75223,614.143,0.9446027,420.31693,664.0586,1.0,420.08817,714.19104,1.0,413.07953,766.3775,0.9554986,403.4771,834.77985,0.73681605,351.71765,840.5536,0.8283734
487,420.49088,485.9043,1.0,407.07544,501.68628,1.0,433.45047,507.0181,1.0,451.28586,512.56793,0.46155027,407.41364,549.947,1.0,456.11606,556.0597,1.0,429.42105,563.82245,1.0,424.72873,606.40875,0.9290854,424.58047,655.9057,1.0,427.9498,702.08466,0.99072903,429.93182,759.05347,0.9586339,423.6619,830.3781,0.7466965,371.46805,850.57117,0.9416945
488,416.85455,496.5112,1.0,404.36456,512.0993,1.0,433.48755,514.39557,1.0,448.11694,495.1405,0.76482195,408.0835,541.93054,0.92143166,459.58328,544.6823,1.0,432.10318,552.9714,0.912902,427.7936,596.96716,1.0,427.18616,646.6154,0.99958956,429.5682,696.0769,0.9325937,431.02283,748.219,0.8982654,430.08148,818.2052,0.7537269,376.9828,849.08417,0.8391093
489,425.15118,481.91696,1.0,413.74222,497.5657,1.0,441.1842,497.41656,0.97503126,440.58325,478.93857,0.053623643,409.58597,533.54767,0.9658679,460.69656,533.05664,0.9482862,434.01132,545.0751,0.97768104,430.40115,591.4165,0.94529146,428.66672,641.50885,0.96345866,426.6014,692.56177,0.96447337,422.08072,746.87396,0.9331385,415.59625,817.55914,0.72388357,366.38538,849.1083,0.794801
490,420.02982,462.16656,1.0,409.21686,481.15863,1.0,435.3089,479.6892,1.0,446.9165,481.79614,0.19657595,407.1149,520.29987,0.900446,458.22818,525.3922,1.0,430.69577,534.56476,0.9085072,430.0694,579.73914,0.96149516,427.6751,630.75775,0.96454793,422.6534,682.43317,1.0,413.02234,736.4159,0.9391729,396.9612,811.54114,0.7542965,347.82907,838.3865,0.7442694
491,411.26727,455.31036,1.0,398.08893,471.6194,1.0,425.62427,476.40997,1.0,451.28027,472.25354,0.6760581,407.42117,513.2143,0.95630264,455.63678,517.62866,1.0,429.75378,528.8524,0.9320674,427.23697,575.1909,0.9380803,423.67212,624.77606,1.0,415.9161,673.42035,1.0,408.07776,727.33795,0.9581461,398.21613,811.4687,0.739113,775.2024,909.5325,0.45849243
492,406.0476,471.11313,1.0,392.5614,485.49518,1.0,423.1724,488.5599,1.0,446.99655,460.20288,0.8509661,405.24255,509.37488,0.8314195,454.13696,511.15472,1.0,428.7018,521.5616,0.97843343,423.37192,565.5563,0.9800403,419.00912,616.1381,0.9901414,412.60663,666.4833,1.0,401.2019,715.5799,0.8945291,393.1345,795.8015,0.72246706,351.55063,835.384,0.71966994
493,416.7223,456.09778,1.0,403.22424,471.79916,1.0,431.24054,474.19897,1.0,440.24442,452.2354,0.62229556,408.3604,502.45563,0.9206342,455.94577,503.13977,1.0,430.92026,514.5221,0.97635055,424.8973,558.9244,0.8780562,420.56384,609.47504,1.0,418.39944,659.95386,0.99357176,408.75827,711.6363,0.95076376,401.42972,783.4756,0.7272631,363.66965,834.12915,0.9309894
494,435.42444,439.26785,1.0,422.2042,457.2426,1.0,447.29697,458.45258,1.0,760.7816,908.21216,0.026081866,408.4186,506.17654,0.99052393,459.51407,503.1991,0.91452247,434.00677,517.1299,1.0,432.3058,560.9828,0.9613055,432.48947,610.67645,1.0,434.29807,660.9379,0.9726646,429.1088,714.6223,0.912352,424.70914,784.1624,0.7327857,389.62878,842.65173,0.8433377
495,441.77762,433.81464,1.0,427.9951,452.87436,1.0,454.0375,450.56174,1.0,412.92303,472.73297,0.04576352,405.75674,508.30383,0.99314,455.13327,500.91946,1.0,432.8147,515.7394,0.9589247,436.55655,558.575,0.9591857,437.42676,609.7322,1.0,436.16437,661.1706,0.9922789,438.35654,716.6998,0.9236563,443.34814,778.03253,0.7369144,415.5465,851.0249,0.7034319
496,438.0306,465.32956,1.0,424.80832,485.68155,1.0,451.2038,477.39276,1.0,404.81686,457.87555,0.9002362,398.65698,511.89624,0.97972405,448.79242,498.66107,1.0,427.25156,516.5129,0.8632444,434.4414,559.4981,0.9893807,442.30344,609.404,1.0,444.21036,657.73364,0.96162444,453.22128,713.2008,0.9555847,460.7625,782.7697,0.742582,438.43945,848.6596,0.71559453
497,443.14246,473.00208,1.0,429.75934,492.66565,1.0,456.76263,487.1036,1.0,405.18695,456.45792,0.951966,397.99768,513.61835,0.94549525,447.82352,502.0057,0.9166484,427.11563,518.3456,0.84715265,435.30283,560.2046,1.0,442.14267,609.4557,1.0,444.59872,657.09436,0.96261245,462.15005,712.8212,0.85528904,482.8742,773.7896,0.75825506,472.68976,845.3729,0.9195108
498,451.8381,493.6253,1.0,439.31238,510.90192,1.0,464.6213,503.35345,1.0,407.42468,455.03467,1.0,399.60992,513.47064,0.92067206,438.96826,510.72418,0.0800731,426.23184,516.0387,0.52497405,435.76764,559.9096,0.9043738,444.03235,606.7882,1.0,445.34247,657.6703,0.952247,458.86707,713.5559,0.9185677,473.89444,770.2539,0.8475166,465.2974,843.80554,0.6603081
499,454.85648,481.33472,1.0,436.52905,497.32675,1.0,463.7916,497.41336,1.0,426.80975,453.32516,0.9682797,405.28864,509.47903,0.9872518,453.22992,508.72455,0.8122275,430.8571,517.73346,0.7299196,437.26022,561.57477,0.9619613,444.02084,611.365,1.0,445.6139,661.6266,0.9708381,457.57925,719.2092,0.9012457,470.65854,777.9912,0.76439685,460.77127,848.30786,0.8670745
500,459.3066,488.30423,1.0,441.2231,503.91443,1.0,467.5772,506.43256,1.0,434.31827,451.6064,1.0,409.05093,506.66592,0.9298597,458.81256,515.8749,0.390175,433.36572,517.4828,0.6376487,436.17404,562.2664,0.8794709,440.78607,612.17035,1.0,442.28745,661.0909,0.96761066,450.81702,716.7385,0.9669831,463.25177,776.61395,0.770513,451.03882,848.1307,0.76135457
501,460.25974,501.6425,1.0,446.85156,511.57578,1.0,472.52585,513.33484,1.0,442.17105,449.44067,0.988033,412.88522,504.41663,0.94948655,437.472,516.3143,0.09338938,436.59497,515.8321,0.553975,435.54376,557.58826,0.721339,438.4796,609.88293,1.0,440.49323,661.0539,0.963112,448.49393,719.01434,0.8842551,460.37228,780.2102,0.8145324,446.0632,852.0582,0.7291403
502,473.42188,487.59982,1.0,451.4892,500.04413,1.0,477.67883,507.12738,1.0,451.41858,451.77588,1.0,420.1733,502.37082,0.9950462,466.38425,517.3786,0.79301506,441.0252,517.8789,0.78262275,436.83963,560.07404,0.97132474,438.2942,610.0217,1.0,437.16873,661.9419,0.96942854,442.42148,719.16797,0.90685767,454.4317,783.4604,0.75114465,440.8635,855.2016,0.9312196
503,471.30588,469.87146,1.0,448.96127,481.9258,1.0,476.1114,489.15524,1.0,450.77634,454.38165,0.6108429,419.6292,498.86057,1.0,467.8856,509.54608,0.9043123,440.32083,514.5843,0.8427921,431.56668,558.46857,0.9271149,428.5907,609.4017,1.0,427.3019,661.9129,0.9904599,430.72012,716.17096,0.91641116,438.052,774.5146,0.702464,419.06516,859.4505,0.78657675
504,458.2255,440.2108,1.0,440.3968,454.78812,0.97657263,464.57996,463.35672,1.0,760.5982,908.57477,0.02439876,415.7129,495.4363,0.9422155,465.42346,507.7716,0.8201293,436.23495,512.83746,0.9396009,425.18317,556.20496,0.9660151,421.30264,608.566,1.0,419.61066,661.03375,1.0,416.80615,715.6344,0.90304196,416.81094,781.7396,0.60623246,391.30624,858.79474,0.7147752
505,451.57123,438.4714,1.0,433.5333,450.81055,1.0,458.49728,461.328,1.0,412.84497,498.11923,0.024859093,414.97894,491.59802,1.0,463.8502,507.0351,0.90038645,434.2227,508.52792,0.96639997,424.85928,553.53314,0.924035,422.57413,607.8328,1.0,422.4231,660.04034,0.98990095,422.86057,714.58514,0.896929,427.42923,774.52313,0.7664437,414.19885,851.4761,0.7125758
506,449.21072,444.26083,1.0,431.12823,456.00186,1.0,457.00586,466.67633,1.0,410.3292,499.765,0.031903967,417.89383,486.71274,0.984313,465.0651,504.16977,0.89009255,435.98007,504.4956,0.8964658,426.78357,550.536,0.8856051,423.1544,604.247,1.0,423.48743,655.8166,0.9258678,427.22778,711.9397,0.8919693,436.63052,766.8811,0.76602954,435.8393,832.83795,0.7532527
507,444.18283,445.49533,1.0,429.47537,460.17004,1.0,454.5726,465.378,1.0,464.0436,449.70383,0.17614913,419.46527,484.66858,1.0,466.76547,501.20932,1.0,437.33807,502.65167,0.8887867,426.66302,546.7934,0.9248973,422.39053,599.68225,0.9517834,422.30045,653.17926,1.0,421.67456,707.214,0.9303926,426.82553,772.2889,0.7201209,408.8267,849.46204,0.81098133
508,463.42654,427.79807,1.0,446.5992,441.3353,1.0,469.7097,451.088,1.0,760.0513,908.3947,0.023263628,422.48492,485.6555,1.0,469.39554,502.75323,0.9867368,440.75113,504.05222,0.92782056,429.0548,547.126,0.95715153,422.0154,601.38,1.0,420.64163,654.1615,1.0,419.2193,707.1204,0.93113285,422.03656,771.5299,0.68594855,406.9647,846.2803,0.813993
509,472.98856,423.15698,1.0,455.13864,437.72824,1.0,478.23636,446.08643,1.0,759.54266,908.24054,0.022614287,425.7079,485.6827,0.97848,474.22055,502.76175,0.95280325,445.1965,504.01724,0.9537213,433.30997,548.8458,1.0,426.00073,600.0147,1.0,420.5426,653.45087,1.0,415.7449,706.0735,0.90997344,414.98654,778.6216,0.6968934,395.49164,848.6216,0.9526052
510,472.38824,432.53217,1.0,455.633,446.8892,1.0,479.47986,452.16797,1.0,760.8258,908.25305,0.028467309,424.6054,487.6902,0.8971179,473.61206,502.55038,0.83953035,444.95566,504.80026,0.9575521,434.28937,549.47784,1.0,426.4178,599.8762,1.0,420.69614,652.9552,1.0,416.61526,705.2551,0.8909824,416.53467,771.0112,0.6683537,399.8046,844.7485,0.9949676
511,463.77264,439.255,1.0,446.3905,452.87305,1.0,472.01288,459.53622,1.0,760.8353,908.3015,0.02407652,420.23785,489.20316,1.0,469.28885,500.1759,0.9074967,440.66544,505.1098,0.9122457,432.57968,548.5574,1.0,425.54807,600.02826,1.0,420.2115,652.33923,1.0,417.5818,702.48883,0.8916998,417.6074,769.97974,0.66034144,406.89468,841.12036,0.89553183
512,454.4282,444.5984,1.0,439.45563,459.16727,1.0,462.21756,463.26556,1.0,760.7399,908.40717,0.022802744,417.38663,489.36386,1.0,467.47272,498.88873,0.98149616,438.46643,504.67822,0.85874224,431.7833,548.8983,1.0,427.86343,598.97095,1.0,423.29575,651.683,1.0,422.81952,706.0937,0.8928513,427.8851,771.9524,0.69452626,419.52908,838.4317,0.8998961
513,464.48352,439.5281,1.0,446.72137,454.65582,1.0,471.72845,461.8247,1.0,760.4204,908.09015,0.024069289,417.5078,490.92545,0.9942812,466.65872,497.50644,0.8760714,439.51028,506.22815,0.875051,432.41837,549.831,0.9937352,427.50522,600.1469,1.0,422.45242,651.88367,1.0,420.77707,706.7818,0.93134224,426.275,770.98175,0.7563755,420.0905,837.53094,0.92857814
514,464.58987,441.04312,1.0,447.39157,459.69214,1.0,475.00168,460.40988,1.0,432.6968,448.61545,0.6843602,415.47287,493.4566,0.9208181,464.73663,494.75534,0.8835159,439.56934,505.68658,0.89757633,434.71277,549.49744,0.9784988,429.175,598.83417,1.0,422.33136,650.37537,0.99934614,419.74997,702.62476,0.9123699,422.3478,767.7738,0.6832302,413.24188,840.08374,0.9136596
515,450.872,458.77515,1.0,434.86588,475.34485,1.0,462.11084,476.50403,1.0,424.80722,440.79865,0.86207634,408.06427,493.36105,0.93155366,454.39917,489.85352,1.0,433.65085,503.162,0.82148385,433.8539,545.8927,0.9525845,430.37772,594.92236,0.9889943,423.49988,646.29614,0.94644094,423.2387,701.13074,0.93236375,428.7003,767.044,0.72866887,421.42383,836.5544,0.94023335
516,450.26437,478.38443,1.0,435.644,491.66394,1.0,461.8945,490.56595,1.0,422.39307,437.13367,1.0,403.57468,493.0231,0.9594251,442.4494,494.9881,0.23002437,426.65967,502.26608,0.7017531,427.57306,545.2044,0.88691384,425.4338,594.23,0.9801147,424.46237,642.8956,0.97449327,422.81036,697.7896,0.90598387,429.9025,765.9006,0.67877316,424.75616,833.7242,0.8980432
517,449.56046,478.69733,1.0,433.54672,492.26132,1.0,461.6455,493.52063,1.0,424.29486,436.82166,1.0,404.25183,493.8803,0.9666209,450.6726,498.6227,0.24447368,429.4982,503.89227,0.5949973,430.4055,545.27997,0.94850874,431.39368,591.8365,1.0,433.11215,639.72736,0.9668109,427.98074,692.8015,0.9848351,426.08597,757.7962,0.72168446,422.9527,829.46436,0.89014137
518,457.19504,467.9633,1.0,436.9229,483.45273,1.0,463.21246,485.49887,1.0,431.32938,441.1128,0.8563802,406.45044,494.46304,0.9436389,454.35962,498.4918,0.84415257,432.42905,504.74716,0.69609964,429.30792,547.75226,1.0,431.83334,593.153,1.0,434.81348,641.473,0.9528453,433.62442,694.6848,0.94927484,432.2601,758.1601,0.60540473,423.92288,833.4027,0.8689508
